"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"136","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",65,"Media baja","Sí","2","7","NS/NR","5","Está estancado","Igual","Bastante","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"137","La política no es tan complicada y se entiende","Soltero","Femenino",27,"Media baja","Sí","7","4","4","3","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"138","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",45,"Baja","Sí","6","NS/NR","NS/NR","5","Está estancado","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"139","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",22,"Media","No","5","NS/NR","NS/NR","8","Está progresando","Un poco mejor","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"140","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",57,"Media baja","No","9","NS/NR","NS/NR","NS/NR","Está progresando","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"141","La política es tan complicada que no se entiende","Soltero","Masculino",28,"Media","Sí","4","5","8","5","Está progresando","Un poco mejor","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"142","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",26,"Media","No","4","6","7","5","Está progresando","Igual","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"143","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",34,"Media","Sí","4","2","NS/NR","5","Está progresando","Mucho mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"144","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",59,"Media","Sí","4","8","8","5","Está progresando","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"145","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",59,"Media","Sí","01 No es democrático","10 Totalmente democrático","5","10 Derecha","Está en retroceso","Un poco peor","Bastante","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"146","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",45,"Media baja","Sí","01 No es democrático","NS/NR","NS/NR","10 Derecha","Está en retroceso","Mucho peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"147","La política no es tan complicada y se entiende","Soltero","Femenino",18,"Media baja","No","5","7","6","00 Izquierda","Está estancado","Un poco mejor","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"148","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",26,"Media baja","No","NS/NR","NS/NR","NS/NR","NS/NR","Está estancado","Mucho peor","Mucho","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"149","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",31,"Media","Sí","9","10 Totalmente democrático","10 Totalmente democrático","4","Está progresando","Un poco mejor","Bastante","Buena","Muy justa","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"150","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",53,"Media","Sí","10 Totalmente democrático","9","10 Totalmente democrático","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"151","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",42,"Media","Sí","8","8","8","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"153","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",36,"Media","Sí","5","10 Totalmente democrático","10 Totalmente democrático","NS/NR","Está estancado","Igual","Mucho","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"154","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",30,"Baja","Sí","10 Totalmente democrático","01 No es democrático","5","5","Está estancado","Igual","Poco","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"155","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",44,"Media","No","5","NS/NR","NS/NR","NS/NR","Está estancado","Mucho peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"156","La política no es tan complicada y se entiende","NS/NR","Masculino",75,"Media","No","9","7","3","NS/NR","Está progresando","Mucho mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"157","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",38,"Baja","Sí","10 Totalmente democrático","NS/NR","NS/NR","NS/NR","Está progresando","Mucho mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"158","La política es tan complicada que no se entiende","Soltero","Femenino",22,"Media","Sí","5","6","6","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"159","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",51,"Media baja","No","8","9","9","5","Está en retroceso","Un poco peor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"160","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",26,"Media","No","5","NS/NR","NS/NR","NS/NR","Está estancado","Mucho mejor","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"161","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",39,"Media baja","Sí","7","3","4","5","Está estancado","Un poco mejor","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"162","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",53,"Media","Sí","5","7","5","NS/NR","Está estancado","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"163","La política no es tan complicada y se entiende","Soltero","Masculino",38,"Media baja","Sí","5","3","5","2","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"164","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",36,"Media","Sí","6","5","6","NS/NR","Está estancado","Mucho peor","Mucho","Buena","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"165","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",22,"Media baja","No","8","9","9","7","Está estancado","Un poco peor","Bastante","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"166","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",55,"Media","Sí","5","NS/NR","NS/NR","NS/NR","Está estancado","Un poco mejor","Mucho","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"167","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",44,"Media","Sí","8","NS/NR","NS/NR","NS/NR","Está progresando","Un poco peor","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"168","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",72,"Media baja","No","8","5","5","5","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"169","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",45,"Media","Sí","8","8","7","5","Está progresando","Igual","Bastante","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"170","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",28,"Baja","No","8","6","6","NS/NR","Está estancado","Igual","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"171","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",40,"Media","No","8","6","6","5","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"172","La política no es tan complicada y se entiende","Soltero","Femenino",19,"Media","Sí","8","7","7","NS/NR","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"173","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",28,"Media","Sí","9","7","7","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"174","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",42,"Media","Sí","9","7","6","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"175","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",62,"Media","Sí","9","6","6","NS/NR","Está progresando","Igual","Bastante","Buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Argentina"
"176","La política no es tan complicada y se entiende","Soltero","Masculino",35,"Media","Sí","6","4","5","4","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"177","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",50,"Baja","No","4","NS/NR","NS/NR","NS/NR","NS/NR","Igual","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"178","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",52,"Media","Sí","5","8","6","5","Está en retroceso","Igual","Poco","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"179","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",63,"Media","No","5","01 No es democrático","5","00 Izquierda","Está progresando","Mucho mejor","Poco","Muy buena","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
